SYMBOL,C1,C2,C3,T1,T2,T3
Bicdl2,15.40315694,55.29073792,43.88342801,19.80930516,5.928380608,3.642623799
Rnf170,442.1612109,490.5955952,488.861388,570.5079887,657.2033359,535.4656985
Gm17259,9.966748605,7.021046085,6.143679921,33.0155086,12.70367273,14.5704952
Pls1,1.81213611,3.510523042,1.75533712,5.282481377,6.775292123,9.713663465
Lipt2,28.99417776,35.98286118,55.29311929,18.48868482,15.24440728,26.71257453
Mir1938,11.77888472,3.510523042,13.1650284,19.80930516,21.17278788,26.71257453
C920021L13Rik,4.530340275,3.510523042,7.021348481,10.56496275,9.316026669,18.213119
A930011G23Rik,0,0,2.63300568,5.282481377,6.775292123,3.642623799
Dcaf6,794.6216843,655.5901781,756.5502988,916.5105189,850.2991614,910.6559498
Lct,3.62427222,1.755261521,5.266011361,1.320620344,0,0
Cfap418,212.9259929,252.757659,197.475426,128.1001734,184.6267104,117.7781695
Sphk2,1399.875145,1367.348725,1339.322223,1141.015977,1213.624202,1278.560954
Nudt2,256.4172596,294.8839355,260.6675624,228.4673195,213.4217019,223.4142597
Rab20,583.5078274,580.1139327,675.8047913,482.0264256,507.2999977,531.8230747
Snora75,24.46383749,34.22759966,20.18637688,58.10729514,44.88631032,36.42623799
Adamts8,9.06068055,5.265784563,7.021348481,2.641240688,1.693823031,2.428415866
Trbj1-3,1.81213611,0,0,6.603101721,4.234557577,2.428415866
Zkscan17,1334.638245,1433.171032,1332.300874,1088.191164,1192.451414,1248.205755
Zfp382,518.2709275,423.0180266,449.3663028,379.0180388,384.497828,324.1935181
Krt23,10.87281666,7.021046085,7.021348481,2.641240688,3.387646062,2.428415866
Ercc1,267.2900762,263.2892282,383.5411608,511.0800732,465.8013335,386.1181227
Tbxa2r,14.49708888,3.510523042,12.28735984,0,3.387646062,0
Utp14b,183.0257471,189.5682443,234.3375055,233.7498009,298.1128534,327.8361419
Sgpp2,9.06068055,4.388153803,7.021348481,21.12992551,9.316026669,21.8557428
Hmces,478.4039331,539.7429177,535.3778217,647.1039687,708.0180269,574.3203524
Csad,146.7830249,147.4419678,172.9007063,120.1764513,118.5676122,126.277625
B430319G15Rik,33.52451804,78.98676845,43.88342801,14.52682379,8.469115154,31.56940626
BC051019,14.49708888,7.898676845,5.266011361,2.641240688,0,3.642623799
Spp1,47.11553886,22.81839977,24.57471968,50.18357308,57.58998305,108.064506
Bag1,2385.677189,2343.274131,2844.523803,3077.045402,3179.305829,2946.882654
Wdr66,14.49708888,14.04209217,5.266011361,0,3.387646062,4.856831732
Zfp937,211.1138568,252.757659,250.1355396,302.4220588,287.1030037,291.4099039
Slc6a15,0,0,1.75533712,5.282481377,3.387646062,3.642623799
Acot6,57.08228747,36.86049194,59.68146209,31.69488826,28.79499152,12.14207933
Gsdma,3.62427222,5.265784563,16.67570264,0,1.693823031,2.428415866
Spsb1,629.7172982,604.687594,658.2514201,488.6295273,568.2776268,539.1083223
Hpn,62.5186958,64.94467628,63.19213633,43.58047136,50.81469092,31.56940626
Tnfsf8,103.2917583,119.3577834,120.2405927,166.3981634,131.2712849,168.7749027
Treml2,19.93349721,15.79735369,22.81938256,10.56496275,3.387646062,0
Rbm19,606.1595288,697.7164546,624.0223462,578.4317108,502.2185286,482.0405494
Alkbh3,502.8677705,480.064026,540.643833,393.5448626,375.1818013,460.1848067
Slc26a1,12.68495277,25.45129206,12.28735984,5.282481377,5.081469092,9.713663465
Gpr1,1.81213611,0,0.87766856,18.48868482,3.387646062,2.428415866
Gm16897,0,1.755261521,0,2.641240688,3.387646062,8.499455532
Adam19,5257.912923,5263.151671,4927.231296,5654.896314,5764.079774,5490.648274
Nav2,2489.875015,2926.898586,2179.251035,1950.556248,2008.874114,1992.515218
Fkbpl,64.33083191,82.49729149,71.96882193,54.14543411,47.42704486,26.71257453
Grk4,173.0589985,161.4840599,145.692981,110.9321089,106.7108509,52.21094112
Garin1a,8.154612495,13.16446141,17.5533712,35.65674929,19.47896485,26.71257453
Tamm41,260.0415318,312.4365508,279.0986021,245.635384,159.2193649,184.5596058
Dolpp1,588.0381677,631.0165168,602.0806322,517.6831749,538.6357238,543.965154
Ints15,1047.414672,1219.029126,1259.454384,1510.789674,1654.01819,1325.915063
Egfr,2512.526717,2789.988188,2192.416063,3201.183714,3061.585128,2980.880476
Zfp383,37.14879026,39.49338423,51.78244505,93.76404444,71.98747881,52.21094112
Rbx1,563.5743302,707.370393,688.9698197,775.204142,850.2991614,822.0187707
Mdn1,3907.871521,4250.365773,3321.097831,4795.17247,4939.187958,4532.638214
Nfkbia,8563.249188,8732.426068,9191.82283,7321.519188,8219.276257,6906.414724
Mrpl57,320.7480915,323.8457506,386.1741664,281.2921333,279.4808001,228.2710914
Omd,0,0,0,2.641240688,0.846911515,2.428415866
I830077J02Rik,0,0,0,2.641240688,0.846911515,2.428415866
Vmn1r1,0,0,0,2.641240688,0.846911515,2.428415866
Snord4a,6.342476385,10.53156913,15.79803408,18.48868482,38.11101819,20.64153486
Coa6,93.32500967,126.3788295,110.5862386,69.99287824,86.38497457,76.49509979
Mir150,0,0.877630761,0,1.320620344,3.387646062,3.642623799
Gm15337,34.43058609,37.7381227,23.69705112,9.244342409,15.24440728,23.06995073
Smim19,168.5286582,124.623568,165.8793579,99.04652581,79.60968245,122.6350012
E130317F20Rik,60.70655969,121.9906757,126.3842727,29.05364757,60.13071759,54.63935699
Kcnmb4os2,0,0,0.87766856,1.320620344,5.081469092,2.428415866
Carm1,1073.690645,1204.987034,1099.718706,1439.476175,1311.865937,1248.205755
4930412M03Rik,4.530340275,19.30787673,4.388342801,23.7711662,29.64190304,33.99782213
Ikzf1,10643.58144,11016.89894,11138.4917,11679.56632,12427.57958,11640.61145
Mecp2,2119.293181,2355.560961,2141.511287,1895.090194,1836.104165,2020.442001
Dop1a,1417.090438,1611.330076,1412.168713,1658.699152,1833.563431,1727.817889
Ccdc85b,250.0747832,292.2510433,312.4500074,327.5138454,382.804005,382.4754989
Ncstn,3544.538231,3600.919011,3442.216093,3898.471256,3849.212837,3702.119988
Tspyl4,231.9534221,214.1419056,225.5608199,180.9249872,97.39482427,148.1333678
Alkbh7,57.08228747,57.9236302,63.19213633,117.5352106,95.70100124,66.78143632
Srr,154.0315694,172.8932598,129.8949469,105.6496275,122.8021697,104.4218822
4930480M12Rik,8.154612495,4.388153803,4.388342801,0,2.540734546,0
Lrrfip1,8720.90503,9269.536093,8876.739817,7668.842339,8469.962065,7581.514334
Cbx2,249.1687151,298.3944586,236.0928427,200.7342923,207.4933213,150.5617837
Cyp4f41-ps,6.342476385,8.776307606,2.63300568,0,0.846911515,2.428415866
a,20.83956527,18.43024597,15.79803408,3.961861033,10.16293818,12.14207933
Adcy8,7.24854444,4.388153803,10.53202272,2.641240688,1.693823031,2.428415866
Slc48a1,2467.223314,2394.176715,2344.252724,2659.729373,2553.438219,2599.619185
Spef1,71.57937635,77.23150693,70.21348481,30.37426792,9.316026669,44.92569353
Pcdhgc3,347.0240651,378.2588578,333.5140528,276.0096519,314.2041722,267.1257453
Acta2,38.96092637,43.00390727,39.4950852,73.95473927,47.42704486,115.3497536
Mir1960,0,1.755261521,0,3.961861033,5.928380608,2.428415866
Scai,868.9192648,946.9635906,786.3910299,743.5092538,660.590982,537.8941144
Sars,4311.071806,4304.778881,4448.901931,4651.224852,4767.26492,4565.421829
Cpne2,556.3257858,524.8231948,457.2653198,356.5674929,398.0484122,445.6143115
Zbtb18,253.6990554,213.2642748,265.9335737,397.5067236,337.0707831,281.6962405
Derl3,14.49708888,19.30787673,9.654354161,7.923722065,6.775292123,3.642623799
Arap3,221.9866735,193.0787673,143.9376439,99.04652581,49.96777941,127.491833
Dact2,36.2427222,57.04599944,50.90477649,121.4970717,71.98747881,67.99564425
Efr3b,20.83956527,43.00390727,21.06404544,7.923722065,14.39749576,14.5704952
Gm9794,3704.006209,3696.580763,4318.129316,4989.30366,4778.27477,4371.148559
Gm10535,2.718204165,0.877630761,2.63300568,0,0,0
Eno1b,2816.965583,3012.02877,3017.42451,3132.511456,3445.236045,3370.641222
4931406H21Rik,1.81213611,0,5.266011361,9.244342409,13.55058425,7.285247599
Gm5454,2.718204165,7.898676845,4.388342801,0,1.693823031,0
Pcgf2,684.9874496,726.6782697,786.3910299,570.5079887,620.7861408,652.0296601
Awat2,5.43640833,7.898676845,10.53202272,0,4.234557577,1.214207933
Vgf,9.06068055,1.755261521,7.021348481,18.48868482,32.18263758,9.713663465
Gm12522,0,0,0,1.320620344,0.846911515,9.713663465
Nenf,42.58519859,38.61575346,42.12809089,105.6496275,71.14056729,47.35410939
Lipn,3.62427222,6.143415324,3.51067424,0,0.846911515,1.214207933
Srms,7.24854444,3.510523042,3.51067424,0,1.693823031,0
Zfp335,2517.057057,2551.272621,2371.460449,2680.859299,2806.664762,2697.970027
Hs2st1,1092.718074,1219.906757,1126.926431,911.2280375,1032.385137,995.6505052
Tmem150b,7.24854444,4.388153803,4.388342801,2.641240688,0,1.214207933
Mtres1,101.4796222,169.3827368,140.4269696,217.9023568,241.3697819,179.7027741
Mfsd4b5,0,0,0,1.320620344,2.540734546,1.214207933
Il22ra2,0,0,0,1.320620344,2.540734546,1.214207933
Rsc1a1,0,0,0,1.320620344,2.540734546,1.214207933
Nckap5,84.26432912,61.43415324,84.25618177,58.10729514,44.0393988,26.71257453
Ids,1395.344805,1543.752508,1621.931499,1766.990021,1783.595651,1715.675809
Fyn,2408.32889,2476.674006,3164.872828,3437.574756,3339.372105,3524.84563
Il17rb,387.7971276,412.4864575,401.094532,307.7045402,365.8657746,314.4798547
B230217O12Rik,12.68495277,8.776307606,17.5533712,27.73302723,29.64190304,18.213119
Prox1,9.06068055,7.021046085,1.75533712,0,1.693823031,0
Pds5b,2684.679647,2596.03179,2487.312699,2878.95235,3185.234209,2826.676068
Gm7710,1.81213611,0,0,2.641240688,4.234557577,4.856831732
Iba57,178.4954068,181.6695674,174.6560435,232.4291806,208.3402328,208.8437645
H2ac6,27.18204165,38.61575346,28.08539392,18.48868482,18.63205334,19.42732693
Mgrn1,1997.880061,2011.529703,2024.781368,1850.189102,1552.388808,1760.601503
Evc2,19.02742916,9.653938366,8.776685601,2.641240688,3.387646062,7.285247599
Fbrs,3170.332125,3173.51283,3267.560049,3870.738229,3814.489465,3359.713351
Gm20201,1.81213611,0,1.75533712,5.282481377,2.540734546,14.5704952
Tmem190,2.718204165,7.898676845,8.776685601,0,2.540734546,0
Ddx55,601.6291885,660.8559627,639.8203803,780.4866234,813.0350548,683.5990663
Slc26a8,4.530340275,1.755261521,3.51067424,0,0.846911515,0
Or13a27,29.90024582,25.45129206,33.35140528,23.7711662,8.469115154,9.713663465
H2bc11,28.99417776,21.06313825,30.7183996,0,8.469115154,0
Ell3,4.530340275,4.388153803,1.75533712,7.923722065,10.16293818,8.499455532
Tpsab1,7.24854444,3.510523042,7.021348481,2.641240688,1.693823031,0
Mfn1,1345.511062,1227.805434,1107.617723,1399.857565,1643.00834,1489.833134
Gm20300,99.66748605,104.4380605,121.1182613,183.5662278,147.3626037,127.491833
Esrrb,10.87281666,10.53156913,3.51067424,39.61861033,17.78514182,14.5704952
Tet1,57.08228747,58.80126096,73.72415905,75.27535962,103.3232049,93.49401085
Rasl10b,1.81213611,0,3.51067424,13.20620344,5.928380608,4.856831732
Capn11,22.65170138,21.94076901,30.7183996,5.282481377,16.09131879,2.428415866
Shisa2,48.02160692,63.18941476,56.17078785,17.16806447,40.65175274,32.78361419
Mrpl48,183.9318152,190.445875,238.7258483,163.7569227,150.7502497,151.7759916
Rai14,93.32500967,46.51443031,64.94747345,96.40528513,121.1083467,142.0623282
B3gnt3,135.9102083,129.8893526,159.7356779,114.8939699,109.2515855,103.2076743
Mrps18c,198.4289041,215.8971671,195.7200889,126.779553,177.0045067,151.7759916
Usp44,23.55776943,35.10523042,35.1067424,14.52682379,22.0196994,15.78470313
Prr36,84.26432912,80.74202997,109.70857,63.38977652,69.44674426,46.13990146
2410022M11Rik,38.05485831,30.71707662,31.59606816,22.45054585,15.24440728,24.28415866
Cnot7,1571.122007,1697.337891,1746.560435,1847.547862,2026.659256,1867.451801
Rasd1,12.68495277,14.04209217,15.79803408,5.282481377,5.928380608,9.713663465
Btbd16,6.342476385,9.653938366,1.75533712,0,1.693823031,0
C1qtnf1,1.81213611,0,2.63300568,6.603101721,3.387646062,9.713663465
A930016O22Rik,9.966748605,10.53156913,5.266011361,3.961861033,1.693823031,3.642623799
Zc3h8,178.4954068,199.2221826,189.576409,96.40528513,160.0662764,82.56613945
Foxd2,87.88860134,107.0709528,86.88918745,55.46605446,73.68130184,70.42406012
Mapk13,1.81213611,10.53156913,8.776685601,0,0,2.428415866
Mrps21,267.2900762,218.5300594,286.1199506,220.5435975,147.3626037,159.0612392
Nfkbil1,313.499547,372.9930732,322.9820301,462.2171205,383.6509165,422.5443607
Trmt44,270.0082804,237.8379361,188.6987404,175.6425058,176.1575952,151.7759916
Klhl23,24.46383749,33.3499689,20.18637688,3.961861033,13.55058425,15.78470313
Ankrd36,6.342476385,11.40919989,17.5533712,0,0,4.856831732
Crabp2,1.81213611,0,0,1.320620344,8.469115154,6.071039666
Plcb4,1061.005692,1162.860758,1082.165335,990.4652581,995.9679421,926.440653
Gm5784,2.718204165,5.265784563,5.266011361,0,1.693823031,0
Cpa2,1.81213611,5.265784563,0.87766856,0,0,0
Scrn2,245.5444429,258.0234436,260.6675624,204.6961533,204.1056752,229.4852994
Csn2,1417.090438,1522.68937,1489.403546,1615.118681,1794.605501,1627.03863
Il7,5.43640833,2.632892282,10.53202272,2.641240688,0,0
Angptl4,28.08810971,47.39206107,31.59606816,18.48868482,10.16293818,24.28415866
A430088P11Rik,14.49708888,22.81839977,26.3300568,0,0.846911515,9.713663465
Fpgt,491.9949539,508.1482104,490.6167251,619.3709414,586.9096802,531.8230747
Prokr1,9.06068055,15.79735369,25.45238824,7.923722065,5.081469092,7.285247599
Gm2830,3.62427222,3.510523042,3.51067424,10.56496275,5.081469092,14.5704952
Slfn3,384.1728553,484.4521798,337.9023956,515.0419342,602.1540874,528.1804509
Gm19557,249.1687151,285.2299972,300.1626476,393.5448626,382.804005,308.408815
Cfap54,6.342476385,10.53156913,11.40969128,5.282481377,3.387646062,2.428415866
1600020E01Rik,64.33083191,67.57756856,57.04845641,91.12280375,77.91585941,86.20876325
Rcvrn,0.906068055,1.755261521,4.388342801,0,0,0
Ccdc146,11.77888472,1.755261521,12.28735984,0,1.693823031,2.428415866
Gm9442,0.906068055,1.755261521,3.51067424,9.244342409,7.622203638,3.642623799
Rps28,9.06068055,17.55261521,23.69705112,19.80930516,54.20233698,53.42514906
Ndufs1,2129.259929,2166.870348,2190.660726,1918.86136,2062.22954,1912.377495
Catsper2,54.3640833,45.63679955,46.51643369,38.29798998,28.79499152,15.78470313
Poli,580.7896233,625.7507323,633.6767004,542.7749615,513.2283783,424.9727766
Mettl24,4.530340275,3.510523042,7.021348481,14.52682379,10.16293818,9.713663465
Ckap4,96.04321383,61.43415324,52.66011361,31.69488826,47.42704486,38.85465386
Arhgap29,63.42476385,70.21046085,68.45814769,89.8021834,82.99732851,128.7060409
Myrf,48.92767497,36.86049194,38.61741664,17.16806447,16.09131879,33.99782213
Atp6v0e2,18.1213611,8.776307606,19.30870832,7.923722065,5.081469092,7.285247599
Trbj2-3,0,1.755261521,0.87766856,2.641240688,5.081469092,4.856831732
Enpp1,53.45801525,50.02495335,50.02710793,29.05364757,20.32587637,42.49727766
Ngp,0,0,0,7.923722065,0.846911515,1.214207933
1700001G11Rik,2.718204165,11.40919989,3.51067424,0,1.693823031,0
Nup205,4752.326949,4841.011275,4392.731143,3910.356839,4317.554905,3669.336374
Tmem115,974.9292272,1011.908267,1098.841037,1212.329476,1322.028876,1127.99917
Radil,9.966748605,3.510523042,5.266011361,0,1.693823031,2.428415866
Rps11,6652.35166,6954.346147,7258.318992,8177.281171,7797.514322,7426.095719
Stx8,455.7522317,522.1903025,495.0050679,310.3457809,430.2310498,376.4044593
Cd177,1.81213611,0,1.75533712,3.961861033,3.387646062,9.713663465
Opa1,2275.136886,2438.935884,2239.810165,1912.258258,2161.318187,1849.238682
Uqcrc1,3905.153317,3468.396766,3782.751494,4202.213935,4549.608661,4093.094943
Nanos1,197.522836,256.2681821,256.2792196,126.779553,184.6267104,177.2743582
Rsph10b,28.08810971,27.20655358,24.57471968,18.48868482,15.24440728,15.78470313
Mt1,812.7430454,781.9690077,842.5618177,685.4019586,719.0278766,564.6066889
Cox6a1,1228.628283,1169.004173,1200.65059,1523.995877,1552.388808,1265.204666
Bola2,118.6949152,159.7287984,162.3686836,120.1764513,77.91585941,94.70821878
Rnft2,19.02742916,19.30787673,12.28735984,10.56496275,0.846911515,3.642623799
Hdac8,199.3349721,271.187905,258.9122252,198.0930516,177.0045067,155.4186154
Airn,24.46383749,47.39206107,24.57471968,10.56496275,11.0098497,21.8557428
D330041H03Rik,51.64587914,35.10523042,44.76109657,34.33612895,15.24440728,10.9278714
Gm3650,1.81213611,1.755261521,1.75533712,0,0,0
Mir5119,1.81213611,1.755261521,1.75533712,0,0,0
Gdf3,1.81213611,1.755261521,1.75533712,0,0,0
A630091E08Rik,1.81213611,1.755261521,1.75533712,0,0,0
A330041J22Rik,1.81213611,1.755261521,1.75533712,0,0,0
Chst13,1.81213611,1.755261521,1.75533712,0,0,0
Capn10,230.141286,253.6352898,251.8908768,327.5138454,407.3644389,274.4109929
2610035D17Rik,52.55194719,33.3499689,34.22907384,26.41240688,22.86661092,23.06995073
Gm15663,115.070643,86.00781454,93.91053593,31.69488826,66.90600971,66.78143632
Rnf144b,43.49126664,32.47233814,24.57471968,48.86295273,55.89616001,53.42514906
H2bc9,9.966748605,16.67498445,12.28735984,2.641240688,0.846911515,8.499455532
Trib1,25.36990554,41.24864575,50.90477649,63.38977652,58.43689456,84.99455532
Bak1,3568.096001,3917.743715,3756.421437,3234.199223,3474.031036,3003.950427
Clptm1l,4276.64122,4428.524818,4488.397016,3589.446096,3750.971102,4167.161626
Gm16023,17.21529305,18.43024597,21.06404544,33.0155086,24.56043395,36.42623799
Mettl7a1,659.6175441,604.687594,524.8457989,446.3696763,324.3671104,488.1115891
Zfp319,972.211023,941.6978061,953.1480563,1098.756126,1033.232049,1036.933575
Ppp1r42,0.906068055,1.755261521,3.51067424,0,0,0
Tppp,21.74563332,21.06313825,22.81938256,15.84744413,13.55058425,7.285247599
Gp1ba,14.49708888,31.59470738,21.941714,2.641240688,11.85676122,10.9278714
Gm21378,14.49708888,36.86049194,19.30870832,46.22171205,46.58013335,43.71148559
A530040E14Rik,3.62427222,2.632892282,2.63300568,0,0,1.214207933
Wnk3,10.87281666,12.28683065,2.63300568,2.641240688,1.693823031,2.428415866
Platr22,1.81213611,3.510523042,0.87766856,0,0,0
Inafm2,260.0415318,203.6103365,235.2151741,278.6508926,304.8881455,291.4099039
Parm1,0,1.755261521,0,5.282481377,1.693823031,7.285247599
Txndc2,5.43640833,1.755261521,1.75533712,3.961861033,16.09131879,10.9278714
Sms-ps,915.1287356,972.4148827,1002.297496,821.4258541,872.3188608,721.2395123
Nptx1,10.87281666,5.265784563,1.75533712,0,1.693823031,0
Trim66,3.62427222,3.510523042,8.776685601,1.320620344,1.693823031,0
Afm,28.99417776,33.3499689,21.941714,7.923722065,2.540734546,18.213119
Naaa,200.2410402,181.6695674,169.3900321,87.16094272,123.6490812,154.2044075
Ccdc8,14.49708888,10.53156913,7.899017041,5.282481377,0,0
Dennd2c,50.73981108,71.96572237,93.03286737,137.3445158,146.5156922,89.85138705
2810013P06Rik,204.7713804,173.7708906,198.3530946,219.2229771,312.5103492,252.5552501
Bend6,12.68495277,7.021046085,14.92036552,0,5.081469092,0
Doc2g,54.3640833,51.78021487,69.33581625,31.69488826,31.33572607,48.56831732
Pdzk1ip1,61.61262774,49.14732259,43.88342801,18.48868482,27.10116849,41.28306973
Cibar1,623.3748219,585.3797173,695.9911682,849.1588813,903.6545869,694.5269377
Ehd3,50.73981108,28.08418434,63.19213633,31.69488826,15.24440728,8.499455532
Gfap,10.87281666,1.755261521,1.75533712,0,0.846911515,0
Junb,19951.61857,20432.12174,22108.47103,18990.52055,18876.81077,17427.52646
Slc8a1,74.29758051,96.53938366,71.96882193,10.56496275,14.39749576,55.85356492
Ndufs6,109.6342347,124.623568,121.9959299,132.0620344,173.6168607,159.0612392
Gm3878,2.718204165,8.776307606,3.51067424,0,1.693823031,0
Slc30a2,3.62427222,13.16446141,3.51067424,2.641240688,0,0
Cavin3,18.1213611,8.776307606,14.92036552,0,5.081469092,7.285247599
Dcaf15,1954.388795,2113.334871,2166.086006,1862.074685,1884.378122,1699.891106
Snord35a,4.530340275,2.632892282,0.87766856,11.8855831,5.081469092,8.499455532
Gm13889,12.68495277,19.30787673,15.79803408,5.282481377,5.081469092,12.14207933
Idh1,269.1022123,262.4115974,311.5723388,232.4291806,237.9821358,206.4153486
Rdh5,27.18204165,16.67498445,14.04269696,3.961861033,10.16293818,10.9278714
Mfap1a,453.0340275,421.2627651,558.1972042,318.2695029,350.6213674,403.1170338
Id2,20869.46551,20930.61601,22886.96304,19605.92963,19699.16185,18165.76489
Gm2518,7.24854444,7.021046085,29.84073104,0,3.387646062,4.856831732
Fam241a,52.55194719,47.39206107,63.19213633,99.04652581,60.97762911,118.9923774
Pde9a,19.93349721,19.30787673,12.28735984,10.56496275,1.693823031,7.285247599
Plet1,10.87281666,6.143415324,14.04269696,5.282481377,4.234557577,2.428415866
Marchf9,212.9259929,207.1208595,236.9705112,198.0930516,161.7600994,156.6328234
Gm12657,9.06068055,11.40919989,21.941714,22.45054585,27.94808001,36.42623799
4930453N24Rik,353.3665415,408.0983037,373.8868066,458.2552594,456.4853068,423.7585687
Rab3il1,5.43640833,7.021046085,7.021348481,2.641240688,1.693823031,2.428415866
Tent5b,3.62427222,3.510523042,5.266011361,0,1.693823031,0
Gdap1l1,3.62427222,3.510523042,5.266011361,0,1.693823031,0
A230072E10Rik,6.342476385,3.510523042,3.51067424,0,0,2.428415866
Sugp2,1934.455297,2161.604563,2154.676315,1873.960268,1838.6449,1656.179621
Zdhhc1,115.976711,140.4209217,218.5394715,99.04652581,103.3232049,63.13881252
C430049B03Rik,12.68495277,13.16446141,10.53202272,5.282481377,5.081469092,7.285247599
Egr4,9.06068055,2.632892282,3.51067424,0,1.693823031,0
Gm9796,1.81213611,3.510523042,3.51067424,0,0.846911515,0
Mpdz,25.36990554,12.28683065,12.28735984,6.603101721,5.081469092,9.713663465
Stx1a,59.80049163,50.90258411,67.58047913,43.58047136,11.85676122,25.4983666
Srp54c,269.1022123,286.9852587,291.385962,361.8499743,375.1818013,303.5519833
Tepsin,681.3631774,702.9822392,782.8803556,904.6249358,836.7485772,807.4482755
Hpx,3.62427222,3.510523042,1.75533712,0,0.846911515,0
Amotl1,81.54612495,71.08809161,37.73974808,31.69488826,32.18263758,40.06886179
Oxnad1,229.2352179,198.3445519,258.9122252,183.5662278,133.8120194,178.4885662
Rpl32l,79.73398884,61.43415324,38.61741664,87.16094272,110.098497,104.4218822
Maml3,130.4737999,136.9103986,154.4696666,106.9702479,98.24173578,121.4207933
S100a11-ps,12.68495277,39.49338423,24.57471968,40.93923067,56.74307153,69.20985219
Rfc1,2464.50511,2634.647543,2714.628856,2264.86389,2327.312844,1913.591703
Ipo11,855.3282439,1058.422697,1035.648901,1168.749005,1199.226706,1189.923774
Zfp59,158.5619096,189.5682443,141.3046382,126.779553,122.8021697,84.99455532
Gm8203,6212.002585,6273.304677,6401.714477,5907.1348,6046.101308,5718.919365
Zfp639,1012.078017,893.4281143,916.2859767,810.8608913,848.6053384,789.2351565
Ctbs,216.5502652,194.8340288,165.8793579,110.9321089,157.5255419,143.2765361
Arpc5l,984.8959758,1026.82799,1221.714636,1376.086399,1585.418357,1227.56422
Jpx,28.99417776,22.81839977,16.67570264,34.33612895,52.50851395,32.78361419
Fgf13,19.93349721,33.3499689,24.57471968,0,5.081469092,13.35628726
Gm8210,45.30340275,56.16836868,54.41545073,66.03101721,68.59983275,99.56505052
Wdcp,134.0980721,211.5090133,196.5977575,139.9857565,114.3330546,109.278714
Spryd7,241.9201707,164.994583,231.7044999,272.0477909,325.2140219,290.195696
Cd3g,148.595161,135.1551371,162.3686836,198.0930516,230.3599322,167.5606948
Zfp131,1423.432914,1496.360447,1399.881353,1774.913743,1726.85258,1516.545708
Ak3,1502.260835,1370.859248,1414.801719,1591.347515,1554.082631,1718.104225
Tmem139,7.24854444,4.388153803,2.63300568,0,0,2.428415866
Enoph1,480.2160692,419.5075035,507.2924277,643.1421076,608.9293796,518.4667874
1300002E11Rik,195.7106999,210.6313825,183.4327291,159.7950616,165.994657,157.8470313
Snord32a,9.966748605,9.653938366,10.53202272,11.8855831,22.86661092,20.64153486
Dgkg,5.43640833,5.265784563,3.51067424,2.641240688,0.846911515,0
Cd83,3.62427222,0,0,5.282481377,6.775292123,7.285247599
Vwa1,0,1.755261521,0,2.641240688,3.387646062,4.856831732
Ptges3l,26.2759736,39.49338423,31.59606816,13.20620344,16.93823031,25.4983666
C2,131.379868,115.8472604,120.2405927,182.2456075,156.6786303,138.4197044
Amt,15.40315694,21.94076901,30.7183996,39.61861033,35.57028365,38.85465386
Stpg3,0,5.265784563,0,21.12992551,11.85676122,9.713663465
Mpzl3,33.52451804,49.14732259,55.29311929,59.42791549,73.68130184,78.92351565
Fbxo45,935.0622328,961.8833136,1025.994547,1082.908682,1177.207006,1068.502981
BC065397,23.55776943,42.12627651,40.37275376,23.7711662,14.39749576,20.64153486
Fam13a,1.81213611,7.021046085,1.75533712,21.12992551,4.234557577,18.213119
Tmprss11e,32.61844998,10.53156913,3.51067424,5.282481377,1.693823031,0
Mrpl11,294.4721179,265.0444897,309.8170017,365.8118353,359.0904825,322.9793102
Hfe,17.21529305,14.04209217,10.53202272,5.282481377,5.081469092,9.713663465
Mrap2,1.81213611,4.388153803,2.63300568,1.320620344,0,0
Gm20939,96.94928189,101.8051682,114.0969128,35.65674929,67.75292123,80.13772359
Icam1,2515.244921,2506.513452,2681.277451,2753.493418,2912.528701,2782.964583
Kcnma1,9.06068055,3.510523042,5.266011361,7.923722065,10.16293818,63.13881252
Col7a1,16.30922499,23.69603054,14.04269696,29.05364757,31.33572607,27.92678246
2810403D21Rik,28.08810971,16.67498445,29.84073104,2.641240688,14.39749576,1.214207933
Mgat4a,1768.644843,1836.003551,1700.921669,1653.416671,1472.779125,1572.399273
4933433G19Rik,13.59102083,10.53156913,21.941714,56.7866748,27.94808001,21.8557428
Anapc2,3365.136756,3562.303257,3235.086313,3825.837137,4159.182452,3652.337463
Sp6,48.92767497,70.21046085,58.80379353,44.9010917,33.0295491,16.99891106
Mir1932,4.530340275,1.755261521,2.63300568,0,0.846911515,0
Tceal1,21.74563332,13.16446141,38.61741664,5.282481377,8.469115154,14.5704952
E130307A14Rik,48.92767497,32.47233814,32.47373672,81.87846134,50.81469092,57.06777286
Fkbp9,524.6134039,547.6415946,552.0535243,497.8738698,417.5273771,467.4700542
Nrp,16.30922499,18.43024597,26.3300568,66.03101721,45.73322183,21.8557428
Sepsecs,255.5111915,316.8247046,313.327676,334.1169471,409.0582619,388.5465386
Gm10714,0,0,1.75533712,5.282481377,3.387646062,2.428415866
Nudcd3,2456.350497,2450.345083,2152.043309,1950.556248,2138.451576,2001.014674
Rap1gap2,24.46383749,29.83944586,17.5533712,7.923722065,1.693823031,14.5704952
Gm12191,1135.303273,1082.118728,1331.423206,1444.758657,1389.781797,1406.052787
Tshz3,734.8211926,744.230885,685.4591454,886.136251,921.4397287,766.1652058
Fscn2,3.62427222,11.40919989,7.021348481,0,0,3.642623799
